Marker	Chr	Genetic	v2	v4
TIDP2648	4	110.6	112,873,914	116465245
TIDP2649	6	65.4	123,766,825	127656264
TIDP2650	4	96.1	36,515,086	38170017
TIDP2651	3	188	197,414,816	200473178
TIDP2655	9	75.7	42,834,922	44505909
TIDP2656	10	7.9	2,461,484	2043221
TIDP2658	7	75.5	9,903,399	10192297
TIDP2661	7	91	44,806,671	46357638
TIDP2662	8	162.7	167,982,148	173231674
TIDP2663	7	56.9	7,147,414	7530945
TIDP2670	10	62.5	85,643,462	85623155
TIDP2671	2	145.4	185,381,629	190973660
TIDP2672	1	378	295,987,197	301477883
TIDP2673	3	151.5	179,637,228	182506004
TIDP2682	1	209.8	195,490,757	197847334
TIDP2691	7	137.8	145,213,998	150146191
TIDP2692	3	98.3	43,228,440	42677517
TIDP2693	7	211.3	168,657,246	174207499
TIDP2694	4	201.8	229,340,788	234356751
TIDP2695	5	106.9	65,122,644	67037965
TIDP2696	4	182.4	199,784,714	204071153
TIDP2699	7	114.4	131,786,346	135845621
TIDP2701	2	105.7	31,824,018	33327169
TIDP2702	4	165.7	183,210,606	186587338
TIDP2703	4	188.5	200,829,409	205231133
TIDP2704	4	83.7	20,543,402	21788953
TIDP2705	9	180.1	153,035,478	156169523
TIDP2708	10	65.8	111,677,621	112563466
TIDP2711	6	151.7	163,986,267	168195792
TIDP2712	9	53.8	15,982,815	15728391
TIDP2713	5	51.6	6,912,536	7187620
TIDP2715	5	122.5	163,939,668	167817007
TIDP2716	8	106.4	124,930,021	128340723
TIDP2717	4	209.6	235,165,622	240389022
TIDP2721	3	238	218,347,499	221965106
TIDP2722	7	144.5	155,584,469	160893090
TIDP2726	9	75.7	28,394,659	28452216
TIDP2727	10	63.3	96,677,285	96937771
TIDP2729	2	186.6	214,851,523	221684587
TIDP2730	5	7.8	755,201	790149
TIDP2734	10	56.8	70,919,596	70055743
TIDP2735	1	215.2	200,408,942	202895825
TIDP2736	6	170.9	166,802,626	170954317
TIDP2739	10	55.5	75,693,968	74953938
TIDP2740	1	340.9	282,895,621	288023538
TIDP2742	2	1.7	1,283,869	1264907
TIDP2744	9	133.9	143,353,025	146100373
TIDP2747	2	198.5	219,911,670	226698289
TIDP2749	9	121.1	140,352,982	143023780
TIDP2750	6	141.8	162,607,395	166812570
TIDP2751	6	24.4	68,207,633	71129525
TIDP2752	2	19.2	4,436,320	4404092
TIDP2758	2	129	95,647,852	98437702
TIDP2760	7	187.9	165,102,583	170670717
TIDP2761	2	194.3	217,645,851	224442721
TIDP2766	3	176.5	190,568,951	193476089
TIDP2767	1	258.2	227,782,812	231396643
TIDP2768	9	83.5	100,740,171	104199263
TIDP2769	9	75.7	41,751,334	43385693
TIDP2770	1	145.6	83,827,563	85508374
TIDP2772	6	47.9	109,284,847	113960077
TIDP2773	3	100	71,641,507	72023170
TIDP2774	6	4.3	3,872,113	3930724
TIDP2775	4	194.6	219,335,470	223605054
TIDP2776	2	238.9	233,482,140	240377087
TIDP2777	1	55.7	17,746,255	18050538
TIDP2778	1	26.3	8,350,530	8370564
TIDP2779	9	83.5	103,246,918	106814273
TIDP2780	4	91.4	31,574,699	33185899
TIDP2781	1	208.7	195,040,280	197392183
TIDP2784	1	131.2	62,888,976	63709905
TIDP2786	3	93	35,964,545	35691214
TIDP2787	8	85.9	93,196,687	95006983
TIDP2788	7	142.4	154,183,695	159488587
TIDP2789	2	129	93,805,588	96473440
TIDP2790	5	106	58,752,860	60564591
TIDP2791	8	112.7	137,403,810	141382331
TIDP2794	10	30.2	5,590,939	5237831
TIDP2798	5	64.4	10,860,371	11199821
TIDP2802	4	32	5,255,959	6028878
TIDP2808	6	127.2	159,823,847	163995361
TIDP2809	5	148.1	183,516,849	188174622
TIDP2811	1	392.9	299,046,549	304586802
TIDP2814	1	107.2	45,948,851	46200328
TIDP2816	6	24.7	90,531,411	93085157
TIDP2819	3	224.9	214,278,272	218047837
TIDP2822	10	83.7	133,308,467	134554082
TIDP2823	2	129	108,049,239	111134715
TIDP2840	4	136.7	171,630,376	174698809
TIDP2845	7	145.9	155,958,849	161355193
TIDP2846	4	87.6	25,788,334	27365083
TIDP2849	8	92.3	104,770,070	107053245
TIDP2851	7	103.3	126,349,597	130295226
TIDP2853	10	16.2	4,672,602	4271339
TIDP2856	2	11.2	2,807,469	2803842
TIDP2857	1	182.6	183,804,477	185874141
TIDP2859	3	229.5	215,466,165	219074933
TIDP2861	5	96.7	38,992,689	40159506
TIDP2870	8	26.9	6,591,803	6915775
TIDP2877	3	209.3	206,334,133	209808846
TIDP2878	3	224.9	214,005,076	217680984
TIDP2879	10	55.5	63,048,092	62317172
TIDP2882	1	135.8	69,886,726	71161598
TIDP2888	1	172.6	176,755,790	178715819
TIDP2890	9	94	120,745,434	122520505
TIDP2892	3	250.2	221,690,523	225460003
TIDP2893	9	86.4	107,796,080	110366062
TIDP2894	4	96.1	35,575,487	37210572
TIDP2895	7	91	46,339,982	47876614
TIDP2896	9	69.6	26,620,932	26675280
TIDP2897	3	106.5	121,072,510	121301216
TIDP2900	2	99.4	28,297,022	29734393
TIDP2901	1	369.7	293,163,818	298705796
TIDP2904	6	76.3	140,706,833	144794931
TIDP2905	2	159.5	198,579,439	205081623
TIDP2906	9	121.1	140,838,805	143527009
TIDP2907	2	16.1	3,555,525	3557759
TIDP2908	7	132.3	141,679,452	146661068
TIDP2909	8	32.2	10,287,857	10655723
TIDP2910	9	82.5	100,682,524	104137326
TIDP2913	1	286.7	248,749,684	252679231
TIDP2915	8	106.4	125,179,334	128601972
TIDP2917	6	76.3	136,417,297	140520437
TIDP2919	7	64.3	8,467,143	8757699
TIDP2920	4	110.6	139,439,048	142624338
TIDP2922	1	11.6	4,991,986	5105752
TIDP2923	5	113	84,248,296	86475315
TIDP2924	6	24.4	79,459,102	82463749
TIDP2929	4	165.7	183,395,862	186760831
TIDP2930	9	195.5	154,019,829	157168286
TIDP2931	9	67	23,737,445	23614230
TIDP2932	8	75.2	27,651,989	28577139
TIDP2933	9	94.5	123,408,320	125432619
TIDP2934	9	133.9	143,539,181	146293066
TIDP2935	6	33.4	96,924,838	99769260
TIDP2936	4	49.1	6,852,279	7658840
TIDP2937	1	392.9	298,583,328	304069910
TIDP2940	4	188.5	202,223,243	206534896
TIDP2941	4	63.6	12,777,382	13682564
TIDP2944	9	95.5	124,265,126	126312875
TIDP2945	3	121.8	155,614,511	157121119
TIDP2949	3	162.4	183,887,352	186839644
TIDP2950	6	77.4	142,561,407	146627959
TIDP2952	8	85.9	95,020,912	96824410
TIDP2953	3	229.5	217,138,590	220749559
TIDP2954	4	100.1	50,099,691	52251633
TIDP2956	3	2.1	1,711,609	999700
TIDP2957	1	270.1	238,426,950	242000726
TIDP2958	1	376.9	295,880,032	301372925
TIDP2959	8	30.9	8,273,838	8611104
TIDP2961	2	158.3	197,005,929	203394641
TIDP2962	1	103.5	41,471,908	41836731
TIDP2963	3	106.5	134,681,425	135359571
TIDP2965	5	7.8	755,012	789960
TIDP2966	6	90.4	150,590,212	154712690
TIDP2967	10	99.6	139,117,573	140372550
TIDP2971	4	120.1	155,831,889	159349556
TIDP2973	4	190.8	209,799,859	213267447
TIDP2974	8	134.2	163,283,263	168279537
TIDP2975	3	78.5	17,430,132	16787103
TIDP2976	9	53	14,154,462	13844008
TIDP2977	10	62.5	87,083,000	87211485
TIDP2978	8	43.8	13,208,294	13550436
TIDP2979	1	332.6	279,625,614	284755730
TIDP2980	10	62.5	85,188,925	85128527
TIDP2981	8	75.2	39,208,198	40370723
TIDP2982	6	24.7	86,782,079	89569977
TIDP2983	10	55.5	65,098,096	64274019
TIDP2986	4	141.7	172,527,829	175614884
TIDP2987	6	171.3	167,136,740	171285055
TIDP2988	8	83.6	87,034,200	88820466
TIDP2989	2	2.1	1,036,365	1020221
TIDP2996	1	392.9	299,196,936	304718897
TIDP2997	10	74.1	125,331,282	126320096
TIDP2999	5	83.9	15,543,314	16100721
TIDP3000	10	65.8	107,288,889	107998711
TIDP3001	1	208.7	194,491,299	196865239
TIDP3002	4	111.3	144,043,136	147345895
TIDP3004	3	192.5	200,699,851	203077950
TIDP3005	2	164.2	202,273,749	208848849
TIDP3011	8	184.9	171,704,523	176950180
TIDP3012	4	110.6	72,851,937	75573022
TIDP3015	7	133.2	143,297,166	148227092
TIDP3016	10	104.5	142,186,249	142981141
TIDP3017	9	88.5	112,950,381	116302821
TIDP3018	4	120.1	157,609,329	161089380
TIDP3019	1	392.9	298,411,929	303906932
TIDP3021	1	2.6	3,272,187	3371028
TIDP3022	9	75.7	49,019,703	50998388
TIDP3025	6	36.8	103,794,037	107128396
TIDP3027	3	106.5	128,236,750	128772746
TIDP3028	9	152.1	147,410,719	150410654
TIDP3029	10	39.5	10,141,722	10164679
TIDP3032	4	88	25,324,849	26910017
TIDP3037	5	178	200,486,673	205945043
TIDP3044	3	133.5	166,377,798	169001533
TIDP3045	5	51.6	6,866,129	7141222
TIDP3047	5	142.7	179,393,978	183747904
TIDP3048	1	60.1	21,461,350	21766463
TIDP3050	7	211.9	169,094,721	174762248
TIDP3051	9	82.5	100,308,861	103761349
TIDP3052	1	241.2	214,844,820	218003502
TIDP3055	8	134.2	163,002,350	168007689
TIDP3057	3	106.5	135,906,054	136597654
TIDP3058	1	23.3	6,830,654	6819374
TIDP3060	1	15.3	5,344,928	5431048
TIDP3062	3	151.5	179,515,709	182387552
TIDP3064	4	203.6	234,338,731	239536910
TIDP3068	7	86	17,291,140	17937576
TIDP3069	7	137.8	147,382,325	152607504
TIDP3072	3	176.5	189,820,595	192719128
TIDP3074	1	76.3	27,388,447	27582091
TIDP3078	3	116.9	151,704,461	153103980
TIDP3080	6	84.2	147,874,504	151949188
TIDP3082	2	159.5	198,454,035	204962953
TIDP3087	1	286.7	245,310,191	249131209
TIDP3098	3	146.1	175,683,706	178228729
TIDP3099	8	49.5	16,743,915	17290725
TIDP3100	9	65.6	22,054,469	21877254
TIDP3101	4	129.8	162,903,780	166610150
TIDP3103	6	36.8	102,459,723	105706078
TIDP3104	6	129.3	161,712,805	165895355
TIDP3106	5	149.1	183,882,423	188621119
TIDP3107	3	98.3	56,989,805	56947701
TIDP3108	10	60.7	81,441,063	80769698
TIDP3109	3	100	58,714,493	58718013
TIDP3110	5	58.3	9,950,303	10303302
TIDP3114	10	125.6	146,114,620	146890101
TIDP3115	3	121.8	157,200,629	158785377
TIDP3120	1	290.9	253,638,493	257898687
TIDP3123	8	110.6	132,515,815	136499844
TIDP3124	5	106.9	64,625,293	66605098
TIDP3125	5	168.1	193,120,493	198525798
TIDP3129	10	17.2	4,584,770	4183324
TIDP3131	5	106	56,372,140	58174092
TIDP3132	5	193.9	204,908,902	210540959
TIDP3133	10	62.9	90,221,568	90405474
TIDP3134	1	103.5	41,236,907	41588838
TIDP3135	3	236.1	218,031,285	221641729
TIDP3136	6	64.6	118,788,679	122793684
TIDP3137	1	93.7	38,616,611	38975759
TIDP3139	2	11.2	2,539,422	2553344
TIDP3140	1	20.6	6,198,148	6274337
TIDP3141	2	110.3	41,735,348	43544696
TIDP3142	1	332.6	280,708,156	285813591
TIDP3143	1	301.8	256,407,409	260971139
TIDP3145	7	166.8	160,600,248	166089665
TIDP3148	4	91.4	34,554,723	36134689
TIDP3149	1	286.7	247,727,491	251721734
TIDP3150	7	114.4	132,054,976	136105669
TIDP3151	3	133.9	168,301,910	170872927
TIDP3152	2	182.4	212,353,642	219172480
TIDP3157	1	258.2	226,171,284	229758348
TIDP3159	5	113	112,927,896	115748667
TIDP3162	7	102.8	124,924,160	128987815
TIDP3166	1	0	2,038,476	2105023
TIDP3169	6	1.4	366,960	388327
TIDP3170	2	30.2	7,189,659	7097935
TIDP3171	6	24.7	57,575,781	60308127
TIDP3172	1	352	286,849,311	292040879
TIDP3174	1	77.5	28,446,041	28638261
TIDP3175	3	106.5	136,418,359	137101539
TIDP3177	3	106.5	123,263,431	123607101
TIDP3178	7	144.1	154,266,797	159573540
TIDP3181	6	27.2	93,323,386	95983038
TIDP3183	7	211.9	169,173,377	174701361
TIDP3184	6	47.9	108,505,412	113165633
TIDP3186	8	81	74,529,969	75786234
TIDP3187	1	357.5	288,742,063	294127215
TIDP3188	1	119.7	53,173,862	53771917
TIDP3189	3	28.6	4,679,207	3948266
TIDP3193	5	22.1	2,795,170	2877673
TIDP3195	7	90.6	92,941,186	95578504
TIDP3199	1	166.2	170,847,955	172720282
TIDP3203	7	137.8	147,715,108	152933385
TIDP3204	10	61.4	83,542,578	83370733
TIDP3205	2	159.5	199,163,919	205688160
TIDP3207	9	53.8	15,613,809	15352446
TIDP3208	8	83.6	83,792,243	85445757
TIDP3209	9	53.8	16,117,387	15861744
TIDP3216	1	34.2	9,435,113	9489964
TIDP3218	1	380.6	296,017,441	301508376
TIDP3219	1	15.3	5,327,064	5413139
TIDP3220	3	93	34,679,973	34384283
TIDP3221	5	113	84,251,473	86478491
TIDP3222	3	101.3	86,922,996	112349109
TIDP3223	2	170.7	205,922,207	212765407
TIDP3226	1	392.9	298,737,393	304248935
TIDP3228	3	155.5	182,087,546	185009678
TIDP3230	9	176.2	151,566,122	154758051
TIDP3231	4	166.8	184,892,818	188339610
TIDP3234	3	268.5	229,152,165	233053933
TIDP3235	2	100.5	29,521,862	30966943
TIDP3236	1	272.9	242,143,175	245863910
TIDP3237	2	149.3	193,422,062	199264934
TIDP3240	7	107.8	129,870,505	133911586
TIDP3241	5	191.7	203,678,919	209123533
TIDP3242	10	104.5	142,033,247	142830296
TIDP3243	10	65.8	111,288,306	112166349
TIDP3245	5	75.4	13,612,398	13965831
TIDP3252	1	238.4	212,946,862	216006988
TIDP3259	7	77.4	10,968,029	11246212
TIDP3260	4	88	24,613,348	26183317
TIDP3261	1	187.6	187,641,140	189862000
TIDP3262	1	184.7	187,399,919	189593481
TIDP3265	1	78.6	30,752,954	31051106
TIDP3266	5	145.5	182,249,850	186848272
TIDP3268	6	98.9	151,563,457	155696095
TIDP3270	2	164.2	203,473,532	210033555
TIDP3271	5	90.7	20,771,560	21291151
TIDP3272	6	140.7	162,306,408	166502077
TIDP3273	6	24.4	82,964,179	86008288
TIDP3275	7	187.9	165,383,301	170973072
TIDP3276	2	43	11,370,781	11639094
TIDP3278	5	143.7	179,927,712	184381857
TIDP3279	3	103.7	118,962,470	119199731
TIDP3280	2	191.9	217,010,745	223829308
TIDP3281	8	99.7	118,186,159	121139353
TIDP3283	7	207	168,090,647	173631776
TIDP3285	1	194.6	189,399,516	191581412
TIDP3286	7	137.8	148,846,653	154086274
TIDP3287	6	36.8	100,205,310	103347561
TIDP3292	5	12.8	1,616,872	1659099
TIDP3293	6	4.3	3,775,504	3830771
TIDP3298	1	159	142,652,197	144877795
TIDP3299	1	328.4	278,131,658	283164208
TIDP3301	4	60.1	11,388,859	12307216
TIDP3302	3	100	68,367,180	68536031
TIDP3303	10	77.7	128,417,367	129535553
TIDP3306	6	122.5	158,658,609	162814679
TIDP3309	1	6.5	3,732,780	3844720
TIDP3314	8	30.9	8,286,743	8624009
TIDP3317	5	145.5	181,523,272	186108090
TIDP3322	3	249.4	221,156,323	224910864
TIDP3325	9	2.1	1,431,814	1108251
TIDP3328	3	116.9	148,394,655	149700581
TIDP3331	3	47.6	8,597,337	7817125
TIDP3332	3	2.1	1,713,115	1001206
TIDP3335	1	324.3	276,074,555	280999164
TIDP3336	9	37.9	12,323,292	11780753
TIDP3337	7	64.3	8,178,999	8478327
TIDP3338	4	182.4	200,188,613	204482348
TIDP3339	2	96.4	22,192,593	23483519
TIDP3342	1	71.2	26,579,455	26774526
TIDP3344	2	131.2	144,193,863	148711061
TIDP3346	1	173.8	178,007,902	179966161
TIDP3348	8	184.9	171,781,655	177061054
TIDP3349	5	106	60,001,426	61830299
TIDP3351	4	195	223,872,426	228268933
TIDP3353	1	26.3	8,518,940	8556593
TIDP3354	10	66.5	109,802,950	110662070
TIDP3355	8	128.1	162,531,179	167539873
TIDP3356	6	72.2	128,061,342	132062995
TIDP3357	5	75.4	12,399,533	12772312
TIDP3358	5	92.4	27,102,051	27759648
TIDP3362	8	77.9	68,293,940	69392709
TIDP3363	4	114.9	151,537,875	155040374
TIDP3366	10	143.7	147,593,124	148397981
TIDP3367	5	186.5	203,207,443	208638040
TIDP3368	1	131.2	60,090,292	60876919
TIDP3372	5	166	193,187,642	198589135
TIDP3373	4	1.8	691,621	919472
TIDP3374	1	26.3	7,342,424	7340378
TIDP3375	9	171.8	150,868,032	154055780
TIDP3378	10	155.1	148,996,063	149773114
TIDP3379	1	238.8	213,226,725	216310589
TIDP3380	1	357.5	288,853,599	294247340
TIDP3381	8	164.4	169,013,694	174235574
TIDP3387	8	75.2	27,652,319	28577469
TIDP3388	9	165.9	149,816,706	152953227
TIDP3389	7	184.1	164,241,658	169771768
TIDP3390	9	61.4	19,159,071	19064567
TIDP3391	3	98.3	48,492,831	48285804
TIDP3393	2	105.7	31,644,537	33155077
TIDP3394	6	18	21,886,164	20188325
TIDP3396	8	93.6	114,992,592	117743638
TIDP3397	7	107.8	130,246,828	134261312
TIDP3405	6	119.7	158,196,286	162361525
TIDP3406	1	60.1	19,559,767	19906677
TIDP3407	4	111.3	140,701,447	143869871
TIDP3409	1	315.2	268,166,901	272913178
TIDP3412	3	106.5	131,930,475	132539133
TIDP3413	1	332.6	279,909,330	285020280
TIDP3418	2	129	111,133,670	114362217
TIDP3419	8	113.4	138,860,175	142998152
TIDP3420	10	84.8	135,329,285	136801850
TIDP3421	2	240.7	234,010,964	242154635
TIDP3422	3	252.8	223,989,234	227739897
TIDP3423	4	212.4	235,723,314	240979064
TIDP3424	2	48.5	11,999,408	12290655
TIDP3425	8	70.7	23,423,264	24167996
TIDP3428	3	133.9	168,698,239	171280417
TIDP3430	4	248.8	240,035,178	245454657
TIDP3431	2	105.7	36,591,108	38090993
TIDP3432	2	247.5	235,140,993	243171059
TIDP3433	10	43	10,725,611	10762600
TIDP3435	2	129	75,420,652	77473521
TIDP3436	2	149.3	190,853,366	196581562
TIDP3437	2	43	10,471,713	10589873
TIDP3438	1	159	110,493,152	112979458
TIDP3439	4	203.6	232,933,741	238093159
TIDP3440	6	18	21,530,301	19827463
TIDP3443	5	122.5	162,842,484	166728723
TIDP3447	2	176.9	209,582,676	216439760
TIDP3448	3	98.3	37,236,845	37004367
TIDP3455	1	89.1	36,973,396	37343624
TIDP3456	6	23.6	63,948,898	66761439
TIDP3457	7	39.5	4,237,864	4405938
TIDP3459	6	23.2	34,453,845	35998497
TIDP3460	1	28.3	8,740,542	8773629
TIDP3465	7	102.8	124,944,981	129008498
TIDP3469	5	196	205,552,861	211170856
TIDP3470	2	105.7	32,637,453	34129953
TIDP3472	4	49.1	9,657,544	10513375
TIDP3474	5	145.5	181,640,509	186218641
TIDP3475	8	93.1	107,082,834	109537601
TIDP3483	8	211	174,220,036	179459539
TIDP3484	4	110.6	77,609,448	80432367
TIDP3493	9	152.1	146,672,359	149606374
TIDP3495	3	106.5	123,861,895	124224201
TIDP3496	1	172.6	174,669,627	176657214
TIDP3497	4	213.6	235,760,817	241016929
TIDP3498	9	146.4	145,367,264	148206409
TIDP3502	4	194.6	217,910,275	222075279
TIDP3504	8	99.7	119,743,757	122789673
TIDP3507	1	324.3	273,983,292	278821307
TIDP3510	4	174.8	190,859,065	195052628
TIDP3511	8	99.7	118,191,146	121144340
TIDP3513	2	159.1	197,593,438	204007235
TIDP3514	5	41	5,432,972	5560397
TIDP3516	1	55.7	17,962,623	18278076
TIDP3517	1	291.5	251,137,034	255268333
TIDP3519	4	208.4	234,603,159	239800460
TIDP3521	5	149.1	183,882,423	188621119
TIDP3522	10	50	18,858,699	19188611
TIDP3524	1	306.3	259,209,793	263879457
TIDP3527	9	80.1	98,281,629	101704146
TIDP3528	9	157.6	147,661,140	150680007
TIDP3530	9	76.4	82,280,062	85533377
TIDP3539	2	28.5	6,199,664	6153806
TIDP3541	1	181.6	182,538,434	184545955
TIDP3543	2	182.4	212,808,176	219607647
TIDP3544	4	111.3	136,069,009	139238108
TIDP3545	4	136.7	167,188,481	170141212
TIDP3549	9	69.6	25,925,278	25953933
TIDP3550	6	23.6	58,444,371	61205973
TIDP3553	1	119.7	52,562,267	53372785
TIDP3557	6	90.4	150,684,883	154805934
TIDP3559	1	357.5	289,279,086	294675419
TIDP3561	4	201.8	228,661,595	233636882
TIDP3562	7	144.5	155,618,485	160980515
TIDP3563	4	141.7	173,314,351	176346107
TIDP3564	8	11.8	3,662,752	3859956
TIDP3567	1	55.7	17,462,133	17775776
TIDP3573	5	195.6	205,386,664	211018427
TIDP3574	1	306.3	258,961,167	263626669
TIDP3575	2	140.3	177,948,776	183365988
TIDP3577	8	150.1	165,982,165	171222519
TIDP3581	10	50	33,351,880	34279800
TIDP3582	1	208.7	193,044,771	195400338
TIDP3584	5	193.9	205,234,315	210865052
TIDP3585	1	176.8	180,716,299	182704323
TIDP3586	10	146.2	148,092,144	148904004
TIDP3587	6	112.4	156,251,434	160388859
TIDP3588	6	90.4	150,745,447	154865832
TIDP3590	1	6.5	3,707,706	3804739
TIDP3591	3	106.5	129,228,426	129748585
TIDP3592	9	69.2	25,818,907	25850011
TIDP3595	6	171.3	168,974,988	173218225
TIDP3597	5	7.8	862,495	901986
TIDP3599	10	56.8	76,636,810	75993952
TIDP3600	5	62.7	10,417,945	10717776
TIDP3601	8	108.5	130,508,061	134421392
TIDP3602	5	62.7	10,784,629	11125393
TIDP3607	5	96.7	38,567,106	39803592
TIDP3610	7	123.7	138,691,796	143420569
TIDP3612	1	286.7	248,121,870	252110251
TIDP3613	1	126.6	56,982,387	57695883
TIDP3616	3	142.9	176,302,766	178871700
TIDP3617	1	196.7	191,857,044	194117713
TIDP3619	4	182.4	196,903,980	201215662
TIDP3620	4	188.5	200,839,084	205240641
TIDP3621	3	106.5	135,170,243	135854423
TIDP3623	9	165.9	150,204,602	153373968
TIDP3625	2	159.5	198,438,523	204945505
TIDP3629	6	45.2	107,736,403	112381559
TIDP3632	8	93.6	114,747,425	117500494
TIDP3633	5	131.7	170,977,698	175027380
TIDP3634	5	191.7	204,087,889	209532924
TIDP3635	8	108.5	125,416,422	128843457
TIDP3637	6	151.7	163,869,411	168038802
TIDP3640	5	98.1	42,303,177	43571673
TIDP3641	2	129.4	118,535,369	122503267
TIDP3642	7	95	108,006,057	111334898
TIDP3644	4	71.6	17,499,689	18649078
TIDP3645	10	78.4	127,574,151	128609248
TIDP3646	7	147.2	156,498,520	161894313
TIDP3648	6	18	17,955,500	16841596
TIDP3649	7	138.4	153,218,678	158563281
TIDP3651	10	62.5	85,839,063	85872253
TIDP3652	8	25	5,676,688	5936798
TIDP3654	3	95.5	41,262,066	40873682
TIDP3655	7	212.9	170,550,320	176169919
TIDP3657	5	115.5	142,478,261	145810393
TIDP3658	2	122.7	62,924,974	64526476
TIDP3661	2	176.9	209,926,095	216762433
TIDP3662	5	113	84,252,055	86479073
TIDP3663	10	71	120,823,894	121921901
TIDP3666	2	213.1	224,907,076	231919396
TIDP3667	1	134.4	65,351,473	66252939
TIDP3668	6	19.8	31,418,315	32908584
TIDP3675	7	97.2	122,541,007	126453043
TIDP3676	3	204.6	205,260,785	208699563
TIDP3679	2	117.6	48,400,848	50413709
TIDP3683	6	112.4	156,518,757	160662367
TIDP3688	4	204	233,220,271	238377023
TIDP3690	6	161.6	164,993,123	169138560
TIDP3692	1	305.6	257,487,344	262091997
TIDP3693	4	111.3	136,068,157	139237256
TIDP3698	2	129.8	140,884,992	145683694
TIDP3702	6	66.2	123,776,890	127666329
TIDP3704	10	44.4	11,721,824	11808466
TIDP3705	3	116.9	146,523,093	147649449
TIDP3706	4	111.3	145,622,064	148977834
TIDP3707	2	39.6	10,209,916	10329659
TIDP3708	5	64.4	10,224,845	10552521
TIDP3710	3	101.3	87,798,874	111424571
TIDP3711	10	44.4	14,763,579	15031284
TIDP3714	10	50	29,222,026	29996078
TIDP3715	1	332.6	280,580,262	285706397
TIDP3716	1	129.2	59,066,359	59765058
TIDP3720	7	93.6	104,887,945	108137200
TIDP3721	3	126.1	160,514,832	162110547
TIDP3725	3	116.9	146,371,373	147551956
TIDP3727	5	90.7	19,674,860	20160913
TIDP3728	8	54.3	18,445,056	19078707
TIDP3730	9	75.7	33,712,107	35086575
TIDP3731	8	128.1	161,781,269	166782802
TIDP3733	2	129	102,351,286	105272041
TIDP3734	10	68.8	114,695,009	115708298
TIDP3735	2	138	165,614,958	170386230
TIDP3737	1	173.8	178,319,859	180290684
TIDP3738	4	181.7	196,513,249	200790650
TIDP3740	4	182.4	196,088,184	200353905
TIDP3746	5	108.6	71,691,128	73776657
TIDP3747	4	170.1	186,162,723	189612680
TIDP3748	2	35.3	9,544,893	9721683
TIDP3749	2	59.1	14,686,017	15098780
TIDP3751	3	195	201,302,338	204490354
TIDP3753	10	56.8	70,919,425	70055572
TIDP3754	8	81	73,899,685	75145609
TIDP3756	2	20.6	4,299,790	4277593
TIDP3759	3	133.9	167,436,171	170096356
TIDP3760	1	286.7	248,150,798	252139178
TIDP3761	7	110.7	131,126,130	135156136
TIDP3765	9	171.8	150,888,970	154126871
TIDP3766	9	75.7	40,209,737	41799632
TIDP3768	1	380.6	296,022,649	301513584
TIDP4554	1	251	223,968,464	227579346
TIDP4555	5	90.7	19,910,703	20390337
TIDP4556	1	11.6	4,765,595	4908073
TIDP4557	1	323.8	275,382,138	280282952
TIDP4558	5	8.2	1,330,136	1366543
TIDP4559	4	182.4	195,619,836	199894309
TIDP4563	6	23.6	74,072,458	76921384
TIDP4564	1	155.8	112,140,604	114671606
TIDP4567	4	90.6	31,101,575	32684939
TIDP4568	10	50	23,803,211	24285590
TIDP4571	10	111.9	142,965,697	143750748
TIDP4572	1	328.4	277,585,149	282590831
TIDP4573	1	172.6	177,027,224	179015333
TIDP4574	1	151	92,242,912	94345854
TIDP4578	1	378	296,001,104	301492039
TIDP4579	6	127.2	160,414,344	164586578
TIDP4580	5	169.3	194,708,962	200051602
TIDP4582	4	96.5	36,882,801	38553251
TIDP4583	4	202.9	231,408,532	236480306
TIDP4586	1	223.1	201,488,358	203995016
TIDP4588	3	231.7	216,840,839	220424836
