Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	mean_Maize	mean_Lan	Compare
CHG	3	80348978	80349294	1.60E-29	-0.430616	22	4.10E-14	7.80E-36	0.22096	0.65158	teosinte/maize
CHG	3	81213564	81215039	3.90E-77	0.437174	46	3.10E-14	1.90E-83	0.65218	0.215	teosinte/maize
CHG	3	81622231	81623290	4.30E-42	0.450505	31	3.00E-14	2.10E-48	0.7039	0.25339	teosinte/maize
CHG	3	81905798	81907326	1.80E-204	0.797942	50	-8.90E-15	9.00E-211	0.83008	0.032141	teosinte/maize
CHG	3	82044796	82045139	3.20E-29	0.433937	17	5.20E-14	1.50E-35	0.50434	0.070406	teosinte/maize
CHG	3	82045358	82045541	2.70E-13	0.522862	7	4.20E-14	1.30E-19	0.60099	0.07813	teosinte/maize
CHG	3	82233461	82234999	4.10E-160	-0.62533	56	5.90E-15	2.00E-166	0.17682	0.80215	teosinte/maize
CHG	3	82389212	82389364	1.90E-05	0.419298	6	7.10E-14	9.60E-12	0.60451	0.18521	teosinte/maize
CHG	3	82389481	82389829	4.00E-23	0.493553	14	4.50E-14	1.90E-29	0.69262	0.19907	teosinte/maize
CHG	3	83495530	83495735	9.30E-06	0.433379	6	7.30E-11	4.50E-12	0.76324	0.32986	teosinte/maize
CHG	3	83499026	83499211	2.00E-14	-0.404035	18	4.50E-10	9.80E-21	0.0087972	0.41283	teosinte/maize
CHG	3	84006142	84006351	4.40E-16	0.719819	6	4.10E-14	2.20E-22	0.86573	0.14591	teosinte/maize
CHG	3	85285503	85285643	6.30E-21	0.600188	7	4.40E-14	3.10E-27	0.60112	0.00092769	teosinte/maize
CHG	3	85448785	85449290	1.40E-55	0.627089	22	4.50E-14	6.80E-62	0.78232	0.15523	teosinte/maize
CHG	3	85463513	85463635	9.30E-09	0.559569	6	4.10E-14	4.60E-15	0.88358	0.32401	teosinte/maize
CHG	3	86888544	86888762	0.013	0.403375	6	4.80E-14	6.20E-09	0.65904	0.25566	teosinte/maize
CHG	3	86889094	86889401	3.30E-30	0.445162	19	4.20E-14	1.60E-36	0.75997	0.3148	teosinte/maize
CHG	3	87047913	87048108	1.00E-22	0.417263	22	4.60E-14	4.90E-29	0.67112	0.25385	teosinte/maize
CHG	3	87052129	87052726	1.20E-22	0.447488	18	4.90E-14	6.00E-29	0.70528	0.25779	teosinte/maize
CHG	3	87055047	87055309	2.70E-19	0.452458	15	3.80E-14	1.30E-25	0.69868	0.24622	teosinte/maize
CHG	3	87055631	87056193	5.10E-46	0.53727	25	3.40E-14	2.50E-52	0.8176	0.28033	teosinte/maize
CHG	3	87717496	87718072	2.20E-30	0.542906	20	4.50E-14	1.10E-36	0.84266	0.29976	teosinte/maize
CHG	3	88430458	88430631	2.20E-19	0.401574	10	4.70E-14	1.10E-25	0.44144	0.039869	teosinte/maize
CHG	3	88995606	88995973	2.10E-77	0.48613	43	4.60E-14	1.00E-83	0.74349	0.25736	teosinte/maize
CHG	3	89204115	89204436	5.30E-35	0.644472	10	3.90E-14	2.60E-41	0.65684	0.01237	teosinte/maize
CHG	3	89287044	89287494	8.60E-98	0.690656	22	4.00E-14	4.20E-104	0.69275	0.0020955	teosinte/maize
CHG	3	89287844	89288129	3.80E-28	0.675027	16	4.00E-14	1.90E-34	0.6182	0.013432	teosinte/maize
CHG	3	89995501	89995612	3.20E-08	0.432364	7	4.50E-14	1.60E-14	0.49348	0.061115	teosinte/maize
CHG	3	91860659	91860889	1.40E-14	0.505832	10	4.20E-14	6.70E-21	0.79687	0.29104	teosinte/maize
CHG	3	91868492	91869085	2.60E-33	0.501346	23	3.90E-14	1.30E-39	0.78111	0.27976	teosinte/maize
CHG	3	92478097	92478799	3.80E-74	0.67916	23	3.40E-14	1.90E-80	0.76429	0.085135	teosinte/maize
CHG	3	92490143	92490256	4.90E-09	-0.533341	6	4.00E-14	2.40E-15	0.34028	0.87362	teosinte/maize
CHG	3	92490629	92491292	5.60E-40	-0.482167	24	4.50E-14	2.70E-46	0.35901	0.84118	teosinte/maize
CHG	3	92536401	92536868	3.90E-26	0.56298	15	4.80E-14	1.90E-32	0.69543	0.13245	teosinte/maize
CHG	3	93325340	93325595	2.20E-25	0.440975	24	5.20E-14	1.10E-31	0.87436	0.43339	teosinte/maize
CHG	3	93367037	93368052	1.30E-88	0.544355	49	2.50E-14	6.50E-95	0.8097	0.26535	teosinte/maize
CHG	3	93497178	93497527	2.70E-27	0.415434	14	4.70E-14	1.30E-33	0.43387	0.018439	teosinte/maize
CHG	3	94773240	94775412	2.20E-87	0.401694	92	0	1.10E-93	0.8226	0.42091	teosinte/maize
CHG	3	95452355	95452726	6.40E-15	-0.424669	8	4.40E-14	3.10E-21	0.4297	0.85437	teosinte/maize
CHG	3	95453150	95453353	2.00E-05	-0.410862	6	3.60E-13	9.70E-12	0.44793	0.85879	teosinte/maize
CHG	3	95607718	95607887	1.00E-20	0.587769	6	4.60E-14	5.00E-27	0.59999	0.01222	teosinte/maize
CHG	3	95608431	95608697	1.50E-13	0.486252	9	4.40E-14	7.40E-20	0.60899	0.12274	teosinte/maize
CHG	3	96311511	96311694	0.022	0.44957	6	5.80E-14	1.10E-08	0.86715	0.41757	teosinte/maize
CHG	3	96371213	96371378	1.80E-26	0.735417	9	4.90E-14	8.80E-33	0.82259	0.087175	teosinte/maize
CHG	3	96546152	96546326	5.00E-07	-0.445151	8	4.70E-14	2.40E-13	0.079492	0.52464	teosinte/maize
CHG	3	97014876	97016014	8.60E-111	0.730529	34	2.40E-14	4.20E-117	0.86093	0.1304	teosinte/maize
CHG	3	99558266	99558816	9.70E-48	-0.485432	32	3.60E-14	4.80E-54	0.13358	0.61902	teosinte/maize
CHG	3	101771078	101771711	7.20E-72	0.422633	29	5.00E-14	3.50E-78	0.5294	0.10677	teosinte/maize
CHG	3	103113973	103114399	1.20E-19	-0.411264	15	3.80E-14	5.80E-26	0.31146	0.72273	teosinte/maize
CHG	3	103123375	103123791	1.40E-21	-0.417565	18	4.10E-14	7.10E-28	0.39901	0.81657	teosinte/maize
CHG	3	103148142	103148613	3.90E-67	0.553722	22	5.60E-14	1.90E-73	0.60621	0.052491	teosinte/maize
CHG	3	104269811	104271251	1.90E-109	0.623789	40	1.60E-14	9.30E-116	0.75201	0.12822	teosinte/maize
CHG	3	104276759	104276989	1.30E-16	0.494151	8	4.20E-14	6.30E-23	0.62707	0.13292	teosinte/maize
CHG	3	104296560	104296787	6.30E-26	-0.539161	12	4.10E-14	3.10E-32	0.30178	0.84094	teosinte/maize
CHG	3	104373052	104373218	4.20E-25	0.456539	8	4.60E-14	2.10E-31	0.46156	0.0050245	teosinte/maize
CHG	3	109022939	109023727	1.30E-147	0.806611	32	2.90E-14	6.20E-154	0.82087	0.014261	teosinte/maize
CHG	3	109103499	109103680	2.80E-05	-0.494994	6	2.90E-10	1.40E-11	0.028841	0.52384	teosinte/maize
CHG	3	110706017	110706316	4.70E-25	0.64684	8	5.10E-14	2.30E-31	0.68138	0.034541	teosinte/maize
CHG	3	110760904	110761048	9.20E-07	-0.439419	6	5.40E-14	4.50E-13	0.33981	0.77923	teosinte/maize
CHG	3	111640732	111640976	2.70E-24	0.543589	15	4.00E-14	1.30E-30	0.79026	0.24667	teosinte/maize
CHG	3	111641254	111641410	2.60E-11	0.612358	6	4.40E-14	1.30E-17	0.81811	0.20575	teosinte/maize
CHG	3	111711142	111711538	2.30E-67	-0.548325	33	4.40E-14	1.10E-73	0.055317	0.60364	teosinte/maize
CHG	3	112356860	112357031	1.40E-06	0.442465	6	4.50E-14	6.90E-13	0.53849	0.096024	teosinte/maize
CHG	3	112690263	112690574	7.50E-49	0.486471	14	4.90E-14	3.70E-55	0.49416	0.0076886	teosinte/maize
CHG	3	114819062	114819188	6.20E-12	0.504093	7	4.60E-14	3.00E-18	0.56979	0.065696	teosinte/maize
CHG	3	114819579	114820588	5.00E-120	0.50723	39	3.80E-14	2.40E-126	0.53684	0.029606	teosinte/maize
CHG	3	116500224	116500904	3.20E-24	-0.472669	18	4.40E-14	1.60E-30	0.23365	0.70632	teosinte/maize
CHG	3	117387882	117388057	1.10E-10	0.487784	7	4.50E-14	5.30E-17	0.68461	0.19683	teosinte/maize
CHG	3	117755523	117755723	1.60E-05	-0.405469	8	7.00E-14	7.70E-12	0.17621	0.58168	teosinte/maize
CHG	3	120957593	120957733	1.30E-19	0.509849	9	4.30E-14	6.20E-26	0.70078	0.19093	teosinte/maize
CHG	3	121257256	121257585	6.10E-08	-0.518216	8	5.10E-14	3.00E-14	0.084958	0.60317	teosinte/maize
CHG	3	121257893	121258053	4.80E-05	-0.423012	7	6.50E-10	2.30E-11	0.15101	0.57402	teosinte/maize
CHG	3	122085839	122086021	9.90E-13	0.572263	7	4.40E-14	4.90E-19	0.81105	0.23878	teosinte/maize
CHG	3	124367111	124367709	3.90E-34	0.51246	22	4.30E-14	1.90E-40	0.82154	0.30908	teosinte/maize
CHG	3	125451734	125452142	7.40E-38	0.628321	12	4.30E-14	3.60E-44	0.63545	0.0071281	teosinte/maize
CHG	3	125738869	125739327	1.40E-33	-0.411587	25	4.30E-14	7.00E-40	0.37196	0.78354	teosinte/maize
CHG	3	128235442	128235831	0.00059	0.437459	8	4.30E-14	2.90E-10	0.6403	0.20284	teosinte/maize
CHG	3	132586431	132587018	4.60E-33	0.657963	13	4.40E-14	2.30E-39	0.84405	0.18608	teosinte/maize
CHG	3	133588042	133588316	1.00E-16	0.5484	10	4.50E-14	4.90E-23	0.71647	0.16807	teosinte/maize
CHG	3	133746228	133746544	2.80E-65	0.592958	23	4.60E-14	1.40E-71	0.68533	0.092374	teosinte/maize
CHG	3	133873286	133873747	0.011	0.417673	6	7.50E-13	5.20E-09	0.82871	0.41103	teosinte/maize
CHG	3	134679137	134679307	8.10E-05	0.508346	6	4.90E-14	4.00E-11	0.83564	0.32729	teosinte/maize
CHG	3	134679855	134680381	1.80E-16	0.518398	12	3.90E-14	9.10E-23	0.83315	0.31475	teosinte/maize
CHG	3	134973385	134974536	3.80E-108	0.532337	42	2.20E-14	1.80E-114	0.58956	0.057225	teosinte/maize
CHG	3	135391733	135393157	1.30E-141	0.736815	34	4.10E-14	6.50E-148	0.75332	0.0165	teosinte/maize
CHG	3	135453450	135453648	3.70E-13	0.602554	6	4.30E-14	1.80E-19	0.663	0.060443	teosinte/maize
CHG	3	135676577	135676615	1.80E-05	0.470639	6	1.80E-13	8.70E-12	0.80837	0.33773	teosinte/maize
CHG	3	135677248	135678384	6.40E-47	0.49437	28	5.50E-14	3.20E-53	0.7722	0.27783	teosinte/maize
CHG	3	135679730	135679858	2.30E-10	0.554463	7	4.70E-14	1.10E-16	0.71398	0.15951	teosinte/maize
CHG	3	137088884	137089155	1.00E-21	0.548727	13	3.90E-14	5.00E-28	0.76345	0.21472	teosinte/maize
CHG	3	137252360	137252502	5.80E-13	0.43332	7	4.70E-14	2.80E-19	0.51242	0.079104	teosinte/maize
CHG	3	137267821	137268200	5.20E-33	0.605884	13	3.80E-14	2.60E-39	0.70306	0.097174	teosinte/maize
CHG	3	141033132	141033333	7.00E-25	0.565829	10	4.00E-14	3.40E-31	0.66268	0.096847	teosinte/maize
CHG	3	141033600	141034275	1.40E-105	0.697732	33	2.30E-14	6.80E-112	0.80423	0.1065	teosinte/maize
CHG	3	141052488	141052953	6.50E-08	0.401846	11	4.20E-14	3.20E-14	0.73735	0.33551	teosinte/maize
CHG	3	141153289	141153768	4.30E-30	0.498445	18	4.70E-14	2.10E-36	0.76582	0.26738	teosinte/maize
CHG	3	141153991	141154105	3.60E-13	0.442791	9	4.40E-14	1.80E-19	0.76324	0.32044	teosinte/maize
CHG	3	142190320	142191082	6.30E-46	0.460695	29	3.20E-14	3.10E-52	0.66558	0.20489	teosinte/maize
CHG	3	142234858	142235085	1.40E-15	0.637208	6	4.50E-14	6.80E-22	0.76118	0.12397	teosinte/maize
CHG	3	142237548	142238109	8.70E-46	0.772157	12	5.60E-14	4.30E-52	0.82998	0.057821	teosinte/maize
CHG	3	142238438	142238993	2.00E-39	0.803981	10	4.40E-14	1.00E-45	0.86125	0.05727	teosinte/maize
CHG	3	142242374	142243128	3.20E-25	0.437103	25	4.80E-14	1.60E-31	0.8866	0.4495	teosinte/maize
CHG	3	144899255	144899567	1.10E-22	0.418256	11	4.50E-14	5.60E-29	0.58009	0.16184	teosinte/maize
CHG	3	145482397	145482764	6.10E-16	0.497566	12	4.00E-14	3.00E-22	0.82125	0.32368	teosinte/maize
CHG	3	147039887	147040056	9.80E-20	0.517144	12	3.90E-14	4.80E-26	0.75117	0.23403	teosinte/maize
CHG	3	147536114	147536514	2.90E-14	-0.468548	13	4.50E-14	1.40E-20	0.12299	0.59153	teosinte/maize
CHG	3	147843656	147844107	1.60E-19	0.465774	17	5.10E-14	7.80E-26	0.77684	0.31106	teosinte/maize
CHG	3	151886758	151887239	1.50E-41	0.51752	16	4.80E-14	7.40E-48	0.55302	0.035501	teosinte/maize
CHG	3	152612512	152612643	1.70E-24	0.765797	6	4.30E-14	8.20E-31	0.77382	0.0080209	teosinte/maize
CHG	3	154239157	154239437	8.80E-46	0.821581	10	3.90E-14	4.30E-52	0.82675	0.0051647	teosinte/maize
CHG	3	154262344	154262685	1.70E-37	0.676806	11	4.50E-14	8.30E-44	0.76211	0.085301	teosinte/maize
CHG	3	154269233	154269358	4.20E-08	0.452682	6	4.30E-14	2.00E-14	0.66281	0.21013	teosinte/maize
CHG	3	155180789	155181417	1.30E-14	0.403632	15	4.10E-14	6.30E-21	0.73055	0.32692	teosinte/maize
CHG	3	155546231	155546314	3.70E-11	0.476339	6	4.00E-14	1.80E-17	0.92773	0.45139	teosinte/maize
CHG	3	155995126	155995768	2.30E-70	-0.482075	43	5.00E-14	1.10E-76	0.20804	0.69011	teosinte/maize
CHG	3	155995979	155997023	7.40E-120	-0.594248	48	5.80E-14	3.70E-126	0.14219	0.73644	teosinte/maize
CHG	3	156231372	156231476	1.40E-15	0.504721	10	4.30E-14	7.00E-22	0.77347	0.26875	teosinte/maize
CHG	3	156961447	156961644	4.60E-25	0.825324	6	4.30E-14	2.30E-31	0.83513	0.0098066	teosinte/maize
CHG	3	158448370	158448474	7.90E-17	-0.507889	11	4.70E-14	3.90E-23	0.0070181	0.51491	teosinte/maize
CHG	3	159523308	159523415	6.40E-21	0.592564	9	4.90E-14	3.10E-27	0.68586	0.093296	teosinte/maize
CHG	3	159927568	159927843	2.20E-20	-0.570738	12	4.00E-14	1.10E-26	0.0024632	0.5732	teosinte/maize
CHG	3	161688609	161689110	1.70E-51	0.642872	19	5.00E-14	8.50E-58	0.71884	0.075969	teosinte/maize
CHG	3	162370029	162370293	7.30E-87	0.422819	28	3.80E-14	3.60E-93	0.43988	0.017058	teosinte/maize
CHG	3	162370953	162371175	1.70E-41	0.564117	10	4.90E-14	8.30E-48	0.56863	0.0045125	teosinte/maize
CHG	3	166930712	166931502	5.00E-80	0.602426	34	3.70E-14	2.40E-86	0.80236	0.19994	teosinte/maize
CHG	3	168701789	168702255	8.00E-31	0.523138	17	4.90E-14	3.90E-37	0.77042	0.24728	teosinte/maize
CHG	3	171187479	171187817	2.10E-13	0.551247	6	4.60E-14	1.00E-19	0.59698	0.045734	teosinte/maize
CHG	3	171953554	171953667	1.40E-16	0.530574	6	4.20E-14	6.70E-23	0.54413	0.013554	teosinte/maize
CHG	3	172077166	172077509	1.70E-14	-0.511308	9	4.00E-14	8.50E-21	0.15801	0.66932	teosinte/maize
CHG	3	172128578	172128860	3.60E-36	0.473887	15	4.10E-14	1.80E-42	0.51422	0.04033	teosinte/maize
CHG	3	174613717	174613856	6.70E-07	0.476779	6	4.50E-14	3.30E-13	0.63862	0.16184	teosinte/maize
CHG	3	174987573	174987703	1.60E-14	0.416787	11	4.10E-14	7.90E-21	0.71885	0.30206	teosinte/maize
CHG	3	177687674	177687833	6.20E-08	0.469274	7	4.40E-14	3.00E-14	0.78118	0.31191	teosinte/maize
CHG	3	178581471	178581616	4.00E-07	0.449609	8	4.40E-14	2.00E-13	0.83859	0.38898	teosinte/maize
CHG	3	178996240	178996488	4.80E-10	0.48454	10	4.40E-14	2.30E-16	0.71302	0.22848	teosinte/maize
CHG	3	179016405	179016718	6.70E-21	0.574756	9	3.70E-14	3.30E-27	0.71014	0.13538	teosinte/maize
CHG	3	179106152	179106350	3.00E-23	0.550277	10	3.70E-14	1.50E-29	0.6853	0.13502	teosinte/maize
CHG	3	180368200	180368583	1.70E-19	0.593773	8	4.80E-14	8.20E-26	0.71535	0.12158	teosinte/maize
CHG	3	180466966	180467205	4.60E-07	0.474394	8	4.60E-14	2.30E-13	0.79247	0.31807	teosinte/maize
CHG	3	180467447	180467843	1.50E-20	0.444709	16	5.00E-14	7.20E-27	0.75241	0.3077	teosinte/maize
CHG	3	180495248	180495471	2.20E-09	0.411527	8	4.60E-14	1.10E-15	0.5295	0.11797	teosinte/maize
CHG	3	181357019	181357282	1.30E-16	0.622559	8	4.00E-14	6.10E-23	0.81488	0.19232	teosinte/maize
CHG	3	181432830	181433088	4.30E-29	0.432359	18	3.80E-14	2.10E-35	0.63551	0.20315	teosinte/maize
CHG	3	182844790	182845076	8.80E-06	0.403013	10	4.60E-14	4.30E-12	0.85939	0.45638	teosinte/maize
CHG	3	182845297	182845564	1.40E-21	0.607587	9	4.40E-14	7.10E-28	0.73888	0.13129	teosinte/maize
CHG	3	183060416	183060784	2.80E-50	0.566153	18	4.90E-14	1.40E-56	0.64439	0.078234	teosinte/maize
CHG	3	183914470	183914583	0.0011	-0.405608	6	4.50E-11	5.40E-10	0.29063	0.69623	teosinte/maize
CHG	3	184087771	184088105	2.10E-06	0.414446	8	3.90E-14	1.10E-12	0.78981	0.37536	teosinte/maize
CHG	3	184193226	184193740	5.20E-19	0.507577	11	3.70E-14	2.60E-25	0.69692	0.18934	teosinte/maize
CHG	3	184755131	184756661	9.00E-180	0.549039	71	6.30E-14	4.40E-186	0.68716	0.13812	teosinte/maize
CHG	3	184757094	184757724	5.90E-61	0.506757	26	3.40E-14	2.90E-67	0.66155	0.15479	teosinte/maize
CHG	3	184827281	184827445	2.00E-24	0.599419	8	4.50E-14	1.00E-30	0.60742	0.008001	teosinte/maize
CHG	3	185388083	185388809	2.50E-86	-0.611479	35	3.70E-14	1.20E-92	0.04587	0.65735	teosinte/maize
CHG	3	185750201	185750693	1.40E-46	0.493131	22	4.70E-14	6.80E-53	0.76563	0.2725	teosinte/maize
CHG	3	187943681	187943775	1.50E-09	0.501346	9	4.40E-14	7.20E-16	0.81074	0.3094	teosinte/maize
CHG	3	188261505	188262340	7.10E-134	0.569495	47	3.80E-14	3.50E-140	0.72528	0.15578	teosinte/maize
CHG	3	188264153	188264311	1.90E-28	0.571502	12	4.50E-14	9.30E-35	0.76463	0.19312	teosinte/maize
CHG	3	188983748	188984869	3.60E-55	0.438975	45	5.60E-14	1.80E-61	0.82107	0.3821	teosinte/maize
CHG	3	189097889	189099050	3.90E-38	0.410804	43	5.10E-14	1.90E-44	0.8661	0.45529	teosinte/maize
CHG	3	189130848	189131251	2.10E-40	0.572117	17	5.60E-14	1.00E-46	0.67874	0.10662	teosinte/maize
CHG	3	189270461	189271526	6.50E-71	0.475784	40	4.60E-14	3.20E-77	0.7403	0.26452	teosinte/maize
CHG	3	189495667	189496111	2.20E-28	0.405864	23	3.90E-14	1.10E-34	0.53	0.12414	teosinte/maize
CHG	3	189775928	189776182	7.30E-62	0.482093	23	4.70E-14	3.60E-68	0.49045	0.0083562	teosinte/maize
CHG	3	190970406	190970805	3.20E-08	0.431356	6	4.50E-14	1.60E-14	0.44802	0.016661	teosinte/maize
CHG	3	191370565	191370687	5.00E-45	-0.651053	17	3.90E-14	2.50E-51	0.058922	0.70998	teosinte/maize
CHG	3	193985022	193985262	3.40E-21	0.607043	11	4.40E-14	1.70E-27	0.89531	0.28827	teosinte/maize
CHG	3	194029009	194029505	1.70E-12	0.502856	10	4.50E-14	8.20E-19	0.77167	0.26882	teosinte/maize
CHG	3	194049474	194050250	8.00E-35	-0.530815	24	4.60E-14	3.90E-41	0.058997	0.58981	teosinte/maize
CHG	3	194365430	194365910	9.20E-41	0.675999	14	3.10E-14	4.50E-47	0.76458	0.088583	teosinte/maize
CHG	3	194393248	194393418	3.90E-16	0.549959	9	4.40E-14	1.90E-22	0.65146	0.1015	teosinte/maize
CHG	3	194393724	194394208	3.00E-81	0.694725	27	1.90E-14	1.50E-87	0.83551	0.14079	teosinte/maize
CHG	3	194965168	194965276	7.30E-12	0.412604	9	4.30E-14	3.60E-18	0.57237	0.15977	teosinte/maize
CHG	3	195290306	195290777	3.80E-11	-0.451962	10	4.10E-14	1.90E-17	0.2469	0.69886	teosinte/maize
CHG	3	195298745	195299199	5.00E-98	0.771194	24	4.10E-14	2.50E-104	0.79181	0.020613	teosinte/maize
CHG	3	195363653	195363781	2.50E-06	0.475225	8	4.30E-14	1.20E-12	0.82099	0.34577	teosinte/maize
CHG	3	195503285	195504093	1.40E-26	0.462881	20	4.70E-14	6.90E-33	0.77889	0.31601	teosinte/maize
CHG	3	195994359	195994451	9.60E-09	0.595792	6	4.10E-14	4.70E-15	0.84889	0.2531	teosinte/maize
CHG	3	196064288	196064754	2.40E-41	0.52788	24	4.70E-14	1.20E-47	0.79712	0.26924	teosinte/maize
CHG	3	197489967	197490329	3.50E-10	0.525534	8	4.10E-14	1.70E-16	0.8088	0.28327	teosinte/maize
CHG	3	197908950	197909676	5.00E-96	0.761021	28	4.70E-14	2.40E-102	0.8647	0.10367	teosinte/maize
CHG	3	198065557	198065819	1.30E-05	0.472638	6	4.20E-14	6.60E-12	0.67919	0.20655	teosinte/maize
CHG	3	199379636	199379706	1.70E-18	0.457994	9	4.20E-14	8.40E-25	0.55478	0.09679	teosinte/maize
CHG	3	200986391	200986482	1.60E-14	0.550762	7	4.10E-14	7.70E-21	0.70064	0.14987	teosinte/maize
CHG	3	201685098	201685470	0.00032	-0.414324	7	4.40E-14	1.50E-10	0.3754	0.78972	teosinte/maize
CHG	3	201983328	201983451	1.60E-05	0.414403	6	1.70E-09	8.00E-12	0.666	0.2516	teosinte/maize
CHG	3	203437321	203437458	1.70E-12	0.429847	9	4.40E-14	8.60E-19	0.694	0.26415	teosinte/maize
CHG	3	205365832	205366029	4.10E-11	0.479434	8	4.00E-14	2.00E-17	0.81135	0.33191	teosinte/maize
CHG	3	206377425	206377629	1.30E-16	0.717433	6	4.40E-14	6.50E-23	0.72495	0.00752	teosinte/maize
CHG	3	206990102	206990422	8.60E-32	0.629575	11	3.60E-14	4.20E-38	0.72138	0.091803	teosinte/maize
CHG	3	207347897	207348219	1.90E-15	0.479185	10	4.40E-14	9.30E-22	0.59177	0.11259	teosinte/maize
CHG	3	210531613	210532368	4.10E-18	0.457646	14	3.90E-14	2.00E-24	0.74001	0.28237	teosinte/maize
CHG	3	211266670	211267122	7.60E-32	0.437681	23	4.60E-14	3.70E-38	0.70596	0.26828	teosinte/maize
CHG	3	212852368	212853161	1.10E-26	0.445417	26	4.30E-14	5.40E-33	0.84628	0.40086	teosinte/maize
CHG	3	215519405	215520123	4.60E-32	0.622381	16	3.70E-14	2.30E-38	0.86581	0.24342	teosinte/maize
CHG	3	216882218	216882459	1.90E-07	-0.496316	8	4.50E-14	9.30E-14	0.15628	0.6526	teosinte/maize
CHG	3	217201504	217201786	9.80E-07	-0.400077	12	1.80E-06	4.80E-13	0.006414	0.40649	teosinte/maize
CHG	3	217850174	217850452	8.70E-27	0.53315	11	4.80E-14	4.30E-33	0.5917	0.058552	teosinte/maize
CHG	3	218042776	218043186	1.30E-23	0.650816	11	4.30E-14	6.30E-30	0.87312	0.2223	teosinte/maize
CHG	3	218374379	218374730	5.20E-33	0.711316	10	4.20E-14	2.60E-39	0.77014	0.058828	teosinte/maize
CHG	3	220060997	220061063	4.50E-08	0.530485	6	4.10E-14	2.20E-14	0.71558	0.1851	teosinte/maize
CHG	3	220061929	220062421	3.20E-50	0.501394	24	3.70E-14	1.60E-56	0.59864	0.097246	teosinte/maize
CHG	3	220886546	220887143	1.20E-61	0.555908	22	4.60E-14	5.80E-68	0.62807	0.072158	teosinte/maize
CHG	3	221556668	221556754	0.0011	-0.404965	6	3.50E-07	5.30E-10	0.096119	0.50108	teosinte/maize
CHG	3	221617454	221617720	3.30E-10	0.424362	8	4.50E-14	1.60E-16	0.68485	0.26049	teosinte/maize
CHG	3	223863193	223863419	9.70E-19	0.716603	6	4.50E-14	4.80E-25	0.78925	0.072646	teosinte/maize
CHG	3	223864123	223864566	4.20E-70	0.834568	16	4.60E-14	2.10E-76	0.86531	0.030742	teosinte/maize
CHG	3	223864883	223865286	1.30E-12	0.422595	9	4.30E-14	6.60E-19	0.88565	0.46306	teosinte/maize
CHG	3	223995694	223996160	3.10E-44	0.691674	12	5.20E-14	1.50E-50	0.75737	0.065692	teosinte/maize
CHG	3	223996424	223997297	1.60E-143	0.751505	39	2.10E-14	7.90E-150	0.86142	0.10992	teosinte/maize
CHG	3	223999353	223999535	1.30E-40	0.81269	11	4.40E-14	6.60E-47	0.91767	0.10498	teosinte/maize
CHG	3	224162908	224163268	3.80E-11	0.469204	11	4.40E-14	1.90E-17	0.75556	0.28636	teosinte/maize
CHG	3	224493014	224493269	6.00E-11	0.508542	10	4.50E-14	2.90E-17	0.84269	0.33414	teosinte/maize
CHG	3	224493586	224493928	1.30E-05	0.419667	7	4.60E-14	6.50E-12	0.84106	0.4214	teosinte/maize
CHG	3	225844948	225846887	3.60E-99	0.430784	82	0	1.80E-105	0.77324	0.34246	teosinte/maize
CHG	3	226175296	226175945	8.00E-63	0.492297	34	4.20E-14	3.90E-69	0.63153	0.13924	teosinte/maize
CHG	3	226176257	226176744	3.70E-28	0.434561	22	3.90E-14	1.80E-34	0.70483	0.27027	teosinte/maize
CHG	3	226217545	226218469	1.10E-59	0.448243	38	3.10E-14	5.30E-66	0.63771	0.18946	teosinte/maize
CHG	3	226739346	226739989	2.40E-38	0.574094	18	4.30E-14	1.20E-44	0.79385	0.21976	teosinte/maize
CHG	3	226740933	226741321	3.60E-13	0.672182	6	4.40E-14	1.80E-19	0.87345	0.20127	teosinte/maize
CHG	3	227583327	227583474	2.90E-12	0.470417	9	4.50E-14	1.40E-18	0.72047	0.25005	teosinte/maize
CHG	3	227988415	227988511	3.80E-15	0.402443	9	4.50E-14	1.90E-21	0.50779	0.10535	teosinte/maize
CHG	3	228357643	228357909	1.60E-17	0.638103	7	4.10E-14	8.00E-24	0.79089	0.15279	teosinte/maize
CHG	3	231412271	231412478	8.70E-24	0.8322	6	3.80E-14	4.30E-30	0.85687	0.024665	teosinte/maize
CHG	3	231412883	231413027	3.80E-32	0.751211	8	4.60E-14	1.80E-38	0.79048	0.039267	teosinte/maize
CHG	3	231669723	231669858	0.00048	0.409475	6	1.40E-12	2.30E-10	0.58828	0.17881	teosinte/maize
CHG	3	232003432	232003865	8.90E-29	0.468753	23	4.20E-14	4.40E-35	0.81151	0.34276	teosinte/maize
CHG	3	232004144	232004829	4.50E-51	0.442243	40	4.70E-14	2.20E-57	0.81745	0.37521	teosinte/maize
CHG	3	232010331	232010863	8.30E-34	0.409639	35	5.10E-14	4.10E-40	0.75778	0.34814	teosinte/maize
CHG	3	232096334	232097309	7.90E-108	0.587803	42	5.90E-14	3.90E-114	0.63518	0.047379	teosinte/maize
CHG	3	232097786	232098492	6.30E-67	0.672259	26	4.70E-14	3.10E-73	0.83786	0.1656	teosinte/maize
CHG	3	232098696	232099499	7.90E-45	0.60676	22	3.20E-14	3.90E-51	0.89047	0.28371	teosinte/maize
CHG	3	232099763	232099984	4.20E-12	0.549324	9	4.80E-14	2.00E-18	0.87207	0.32274	teosinte/maize
