chrom	pos	Teo_JRIAL2T	Teo_JRIAL2S	Teo_JRIAL2R	Teo_JRIAL2Q	Teo_JRIAL2P	Teo_JRIAL2O	Teo_JRIAL2N	Teo_JRIAL2M	Teo_JRIAL2L	Teo_JRIAL2K	Teo_JRIAL2J	Teo_JRIAL2I	Teo_JRIAL2H	Teo_JRIAL2G	Teo_JRIAL2F	Teo_JRIAL2E	Teo_JRIAL2D	Teo_JRIAL2C	Teo_JRIAL2B	Teo_JRIAL2A	Lan_PI-628514	Lan_PI-628503	Lan_PI-620860	Lan_PI-620859	Lan_PI-620856	Lan_PI-620846	Lan_PI-620842	Lan_PI-620834	Lan_PI-620821	Lan_PI-620819	Lan_PI-620797	Lan_PI-620785	Lan_PI-620784	Lan_PI-620774	Lan_PI-620773	Lan_PI-620767	Lan_AMES-8235
8	135970880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135970881	0	0	NA	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
8	135970882	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
8	135970887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135970888	NA	0	NA	0	0	0	0	NA	0	0	NA	0	0	0	0.333333333333333	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
8	135970889	0	NA	0	NA	0	NA	0	0	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA
8	135970891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135970892	NA	0	NA	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
8	135970893	0	NA	0	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
8	135970904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135970905	0	0	NA	0.2	0	0	NA	NA	NA	0	NA	NA	0	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA
8	135970906	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135970927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135970928	0.5	0	NA	0.2	NA	NA	0	NA	0	0.4	NA	0	0	0	0.333333333333333	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA
8	135970929	0	NA	0	NA	0	0	NA	0.4	0.2	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135970988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135970989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135970990	NA	NA	NA	NA	NA	1	NA	NA	1	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971024	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971025	1	NA	NA	NA	1	NA	NA	NA	0.833333333333333	0.857142857142857	1	NA	1	1	1	NA	NA	NA	1	NA	0.666666666666667	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	0.666666666666667	1	NA	NA
8	135971027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971028	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971029	0.833333333333333	NA	NA	NA	NA	0.666666666666667	NA	0	NA	NA	0.666666666666667	NA	1	1	NA	1	NA	NA	1	0.666666666666667	NA	NA	0.25	0.5	NA	NA	1	NA	NA	NA	1	NA	1	1	1	NA	NA
8	135971030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971031	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971032	1	NA	NA	NA	1	0.666666666666667	NA	0.5	NA	0.857142857142857	0.666666666666667	NA	1	NA	1	1	NA	1	1	1	0.75	NA	0.571428571428571	1	NA	NA	1	NA	NA	NA	1	NA	1	1	1	NA	NA
8	135971034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971035	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971036	1	NA	NA	NA	0.6	0.75	NA	0.666666666666667	NA	NA	NA	NA	1	1	1	0.6	NA	NA	0.75	1	0.75	0.5	0.4	1	NA	NA	0.666666666666667	NA	NA	NA	1	NA	1	1	1	NA	NA
8	135971080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971082	0.777777777777778	1	NA	0.666666666666667	1	NA	1	0.666666666666667	NA	1	NA	1	NA	1	0.666666666666667	NA	0.5	NA	1	NA	0.833333333333333	1	0.642857142857143	1	NA	NA	1	1	NA	1	1	NA	1	1	1	NA	NA
8	135971130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971131	1	NA	NA	NA	1	NA	NA	1	1	NA	1	NA	1	NA	NA	NA	0.5	0.8	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971132	1	1	1	1	NA	0.727272727272727	1	1	NA	0.875	NA	NA	NA	1	1	0.818181818181818	NA	0.916666666666667	NA	1	0.857142857142857	NA	0.833333333333333	1	NA	NA	1	1	NA	1	0.75	1	0.9	0.666666666666667	1	NA	NA
8	135971145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971146	1	NA	NA	NA	0.666666666666667	NA	NA	1	1	NA	1	NA	1	NA	NA	NA	0.5	0.8	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971147	NA	1	0.833333333333333	1	NA	1	1	NA	NA	0.857142857142857	NA	NA	NA	1	NA	0.777777777777778	NA	NA	NA	1	0.857142857142857	1	0.842105263157895	1	NA	NA	1	1	NA	1	1	1	0.9	1	1	NA	1
8	135971170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971171	1	NA	NA	1	1	1	NA	0.5	1	NA	1	NA	1	NA	NA	NA	NA	0.5	0.666666666666667	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971172	1	NA	1	NA	1	0.909090909090909	1	NA	1	0.9	1	1	NA	1	NA	0.625	0.5	NA	NA	1	1	1	0.826086956521739	1	NA	NA	1	0.75	NA	1	1	0.666666666666667	1	1	0.8	NA	NA
8	135971173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971174	0.333333333333333	NA	NA	1	NA	NA	NA	NA	1	NA	0.666666666666667	NA	1	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971175	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	1	NA	NA	NA	1	1	NA	1	NA	NA	1	NA	NA	1	1	1	NA	0.833333333333333	1	NA	1
8	135971191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971192	NA	NA	NA	1	NA	NA	NA	1	0.75	NA	1	NA	0.5	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971193	1	1	0.888888888888889	NA	0.916666666666667	1	0.857142857142857	NA	1	1	NA	1	NA	1	1	0.75	0.333333333333333	0.875	NA	NA	1	1	0.91304347826087	1	NA	NA	1	1	NA	1	1	1	0.928571428571429	1	1	NA	1
8	135971194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971195	NA	NA	NA	0.5	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971196	1	1	NA	1	NA	0.916666666666667	1	NA	NA	1	NA	1	1	0.75	1	0.857142857142857	NA	NA	NA	NA	1	1	0.91304347826087	1	NA	NA	1	1	NA	1	1	1	1	1	1	NA	1
8	135971200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971201	NA	NA	NA	1	NA	NA	NA	0.75	1	NA	NA	NA	NA	1	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971202	1	1	0.888888888888889	NA	0.769230769230769	0.923076923076923	1	NA	NA	1	NA	NA	NA	1	1	NA	1	NA	1	NA	1	1	0.916666666666667	1	NA	NA	1	1	NA	1	1	1	1	1	1	NA	1
8	135971218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971219	NA	NA	NA	1	NA	NA	NA	0.666666666666667	1	NA	1	NA	NA	1	NA	NA	1	1	1	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971220	0.666666666666667	0.8	1	NA	1	0.545454545454545	1	NA	NA	1	NA	1	1	NA	1	0.2	NA	0.928571428571429	1	NA	0.857142857142857	0.888888888888889	0.9	1	NA	NA	1	1	NA	0.833333333333333	1	1	1	0.8	1	NA	1
8	135971223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971224	NA	0.5	NA	NA	NA	NA	NA	0.666666666666667	1	NA	1	NA	NA	1	NA	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971225	1	NA	1	1	1	1	0.75	NA	NA	1	1	1	1	0.666666666666667	1	1	NA	NA	NA	1	1	1	0.833333333333333	1	NA	NA	1	0.8	NA	1	1	1	0.928571428571429	1	1	NA	1
8	135971260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971261	1	1	NA	NA	1	1	NA	0.5	1	NA	1	NA	NA	NA	NA	1	NA	1	0.666666666666667	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971262	NA	1	0.875	NA	1	0.909090909090909	1	NA	NA	1	NA	0.666666666666667	1	1	1	NA	0.857142857142857	NA	NA	NA	1	0.8	0.96	1	NA	NA	1	1	NA	0.714285714285714	1	1	0.894736842105263	1	0.666666666666667	NA	1
8	135971263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971266	1	1	NA	NA	1	1	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	0.8	0.666666666666667	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971267	1	NA	1	NA	NA	0.818181818181818	1	NA	NA	1	1	1	1	1	1	1	1	NA	1	NA	1	0.8	0.96	0.888888888888889	NA	NA	NA	1	NA	1	1	0.666666666666667	1	1	0.666666666666667	NA	1
8	135971316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971317	1	1	1	0.5	NA	NA	1	1	NA	NA	0.75	NA	NA	0.666666666666667	NA	1	NA	NA	0.666666666666667	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971318	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	1	NA	NA	NA	1	1	NA	1	NA	NA	1	1	NA	0.833333333333333	1	0.666666666666667	0.944444444444444	1	NA	NA	0.666666666666667
8	135971343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971344	0.8	0.8	1	1	1	NA	1	1	0.5	0.8	1	1	NA	1	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971345	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	0.5	NA	NA	NA	1	0.818181818181818	1	1	0.5	0.933333333333333	1	1	NA	NA	1	1	NA	1	1	0.75	0.944444444444444	1	NA	NA	1
8	135971349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971350	1	1	1	NA	NA	NA	1	0.75	0.5	0.6	0.666666666666667	1	NA	0.666666666666667	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971351	NA	1	NA	1	1	0.8	NA	NA	NA	1	NA	NA	1	0.666666666666667	NA	NA	0.8	NA	NA	1	1	1	NA	1	NA	NA	1	1	NA	1	1	1	0.944444444444444	1	NA	NA	1
8	135971352	0.8	NA	NA	NA	NA	NA	NA	NA	0.5	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971353	NA	1	NA	1	1	1	1	NA	NA	NA	NA	NA	1	0.666666666666667	NA	NA	0.8	0.875	NA	1	1	1	1	1	NA	NA	NA	1	NA	1	1	1	0.944444444444444	1	NA	NA	1
8	135971366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971367	1	1	0.75	NA	NA	NA	1	0.8	0.5	1	1	1	NA	1	NA	NA	NA	1	1	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971368	1	NA	1	1	0.6	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.666666666666667	NA	NA	NA	NA	0.928571428571429	NA	1	NA	NA	NA	1	NA	1	1	1	0.866666666666667	1	NA	NA	1
8	135971371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971372	1	1	1	1	NA	NA	1	1	0.666666666666667	1	1	1	NA	1	NA	NA	NA	1	0.5	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971373	NA	NA	NA	NA	1	0.833333333333333	1	NA	1	NA	NA	NA	NA	1	0.666666666666667	NA	1	NA	NA	NA	NA	0.857142857142857	NA	1	NA	NA	1	1	NA	1	0.666666666666667	1	0.857142857142857	1	NA	NA	1
8	135971374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971375	1	0.8	NA	1	NA	NA	1	1	0.25	1	NA	1	NA	1	NA	NA	NA	NA	0.5	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971376	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	1	1	NA	1	1	1	0.928571428571429	1	NA	NA	1
8	135971383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971384	1	1	1	1	0.5	NA	1	1	1	1	1	1	NA	1	NA	NA	NA	1	1	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971385	NA	NA	1	1	NA	0.833333333333333	NA	NA	NA	1	NA	1	NA	1	1	NA	0.5	NA	NA	1	NA	0.8125	NA	1	NA	NA	NA	NA	NA	1	1	1	0.928571428571429	0.333333333333333	NA	NA	1
8	135971394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971395	0.857142857142857	1	1	1	1	NA	1	1	1	1	1	1	NA	1	NA	1	NA	1	0.5	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971396	NA	NA	1	NA	NA	1	0.75	NA	1	NA	NA	NA	1	NA	1	NA	1	NA	1	1	NA	0.9375	NA	1	NA	NA	NA	1	NA	1	0.75	1	1	1	NA	NA	1
8	135971397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971398	1	1	1	1	1	NA	1	1	0.5	1	1	1	NA	0.5	NA	0.666666666666667	NA	1	1	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971399	1	NA	NA	NA	NA	1	NA	0.833333333333333	NA	0.714285714285714	NA	NA	1	NA	1	NA	NA	0.75	NA	NA	NA	0.875	NA	1	NA	NA	NA	1	NA	1	0.75	1	1	NA	NA	NA	1
8	135971407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971408	0.714285714285714	1	0.75	1	1	NA	1	1	1	1	1	1	NA	NA	NA	1	NA	1	1	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971409	1	NA	1	1	NA	1	1	NA	NA	1	NA	1	0.666666666666667	1	1	NA	NA	NA	NA	1	NA	0.933333333333333	NA	1	NA	NA	1	1	NA	1	1	1	1	1	NA	NA	1
8	135971415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971416	0.714285714285714	1	1	1	1	NA	1	1	1	0.75	1	1	NA	1	NA	1	NA	1	1	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971417	NA	NA	NA	1	1	0.75	1	NA	NA	NA	NA	NA	1	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	1	1	NA	1	1	NA	NA	1
8	135971424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971425	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	NA	1	NA	1	1	1	NA	NA	1	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971426	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	1	NA	1	1	NA	1	1	NA	NA	1
8	135971430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971431	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	NA	1	NA	0.875	1	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971432	NA	NA	1	NA	NA	1	1	NA	1	0.875	NA	0.857142857142857	NA	NA	1	NA	NA	NA	NA	NA	NA	0.933333333333333	NA	1	NA	NA	1	1	NA	1	1	NA	0.923076923076923	1	NA	NA	1
8	135971436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971437	1	1	1	1	1	NA	1	1	NA	0.666666666666667	1	1	0.5	1	1	0.666666666666667	NA	1	0.75	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971438	NA	NA	NA	NA	1	0.75	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.866666666666667	NA	1	NA	NA	1	1	NA	1	1	NA	0.923076923076923	1	NA	NA	1
8	135971440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	135971441	0.714285714285714	1	1	1	1	NA	1	1	NA	0.666666666666667	NA	1	1	0.333333333333333	1	0.666666666666667	NA	1	1	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
8	135971442	NA	NA	NA	NA	NA	0.75	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.8	NA	1	NA	NA	1	0.666666666666667	NA	1	1	NA	0.923076923076923	1	1	NA	1
8	135971443	0.857142857142857	NA	NA	NA	1	NA	NA	1	NA	0.666666666666667	1	NA	1	NA	1	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
